h^0:
# 0 0 
2 0 1       1
h^1:
# 1 1 
2 1 1   0 1    2*w_1_1
h^2:
# 1 1 
2 2 1   0 3 1 2    4*w_2_2
# 1 2 
2 2 -1   0 1 1 2    4*w_2_1
# 2 1 
2 2 1   0 1 0 2    4*w_2_1
# 2 2 
2 2 1   0 1 0 1    2*w_1_1^2
h^3:
# 2 3 
2 3 -1   0 1 0 1 1 2    8*w_2_1*w_1_1
# 3 2 
2 3 1   0 1 0 1 0 2    8*w_2_1*w_1_1
# 3 3 
2 3 1   0 1 0 1 0 1    4/3*w_1_1^3
# 1 3 
2 3 -1   0 1 1 2 1 2    -4*w_3_1
2 3 -1   0 1 1 2 1 3    -8*w_3_2
# 3 1 
2 3 1   0 1 0 2 0 2    4*w_3_1
2 3 1   0 1 0 2 0 3    8*w_3_2
# 1 1 
2 3 1   0 1 2 4 2 3    4*w_3_7
2 3 1   0 3 1 2 2 3    8*w_3_12
2 3 1   0 3 1 4 2 3    8*w_3_13
2 3 -1   0 3 2 4 1 2    -8*w_3_13
2 3 1   0 3 2 4 1 3    8*w_3_14
# 2 2 
2 3 1   0 1 0 4 1 3    8*w_2_2*w_1_1
2 3 0   0 1 0 1 2 3    0
2 3 1   0 1 0 2 1 2    8*w_3_3
2 3 1   0 1 0 2 1 3    8*w_3_4
2 3 -1   0 1 0 4 1 2    -8*w_3_4
# 1 2 
2 3 -1   0 1 1 2 2 3    -8*w_3_5
2 3 -1   0 1 1 4 2 3    -8*w_3_6
2 3 1   0 3 1 4 1 3    -8*w_3_8
2 3 1   0 3 1 4 1 2    -8*w_3_9
2 3 1   0 3 1 2 1 3    -8*w_3_10
2 3 1   0 3 1 2 1 2    -8*w_3_11
# 2 1 
2 3 1   0 1 0 2 2 3    8*w_3_5
2 3 1   0 1 0 4 2 3    8*w_3_6
2 3 1   0 3 0 2 1 2    8*w_3_8
2 3 1   0 3 0 4 1 2    8*w_3_9
2 3 1   0 3 0 4 1 3    8*w_3_10
2 3 1   0 3 1 2 0 3    8*w_3_11
